YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2015,06079,San Luis Obispo,Age group=65-84,Total number of discharges,8755.0000000000
YR_2015,06079,San Luis Obispo,Age group=65-84,Rate of discharges per 100000 population,18176.3448003820
YR_2015,06079,San Luis Obispo,Age group=65-84,Mean length of stay days,4.6350656768
YR_2015,06079,San Luis Obispo,Age group=65-84,Aggregate number of days in the hospital,40580.0000000000
YR_2015,06079,San Luis Obispo,Age group=65-84,Number of inpatient days per 100000 population,84248.5519131355
YR_2015,06079,San Luis Obispo,Age group=65-84,Mean cost per stay $,19232.4711803498
YR_2015,06079,San Luis Obispo,Age group=65-84,Aggregate costs for all hospital stays $,168380285.1839619900
YR_2015,06079,San Luis Obispo,Age group=65-84,Costs for inpatient stays per capita $,3495.7602753745
YR_2015,06079,San Luis Obispo,Age group=Missing,Total number of discharges,*
YR_2015,06079,San Luis Obispo,Age group=Missing,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Age group=Missing,Mean length of stay days,*
YR_2015,06079,San Luis Obispo,Age group=Missing,Aggregate number of days in the hospital,*
YR_2015,06079,San Luis Obispo,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Age group=Missing,Mean cost per stay $,*
YR_2015,06079,San Luis Obispo,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06079,San Luis Obispo,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Sex=Male,Total number of discharges,9879.0000000000
YR_2015,06079,San Luis Obispo,Sex=Male,Rate of discharges per 100000 population,7000.6732097934
YR_2015,06079,San Luis Obispo,Sex=Male,Mean length of stay days,4.6055111654
YR_2015,06079,San Luis Obispo,Sex=Male,Aggregate number of days in the hospital,45497.8448028564
YR_2015,06079,San Luis Obispo,Sex=Male,Number of inpatient days per 100000 population,32241.6786329280
YR_2015,06079,San Luis Obispo,Sex=Male,Mean cost per stay $,18743.3174622894
YR_2015,06079,San Luis Obispo,Sex=Male,Aggregate costs for all hospital stays $,185165233.2099570000
YR_2015,06079,San Luis Obispo,Sex=Male,Costs for inpatient stays per capita $,1312.1584042090
YR_2015,06079,San Luis Obispo,Sex=Female,Total number of discharges,12572.0000000000
YR_2015,06079,San Luis Obispo,Sex=Female,Rate of discharges per 100000 population,9273.5748849286
YR_2015,06079,San Luis Obispo,Sex=Female,Mean length of stay days,3.9352435125
YR_2015,06079,San Luis Obispo,Sex=Female,Aggregate number of days in the hospital,49473.8814392089
YR_2015,06079,San Luis Obispo,Sex=Female,Number of inpatient days per 100000 population,36493.7754036417
YR_2015,06079,San Luis Obispo,Sex=Female,Mean cost per stay $,14491.9246984809
YR_2015,06079,San Luis Obispo,Sex=Female,Aggregate costs for all hospital stays $,182192477.3093020000
YR_2015,06079,San Luis Obispo,Sex=Female,Costs for inpatient stays per capita $,1343.9194891811
YR_2015,06079,San Luis Obispo,Sex=Missing,Total number of discharges,*
YR_2015,06079,San Luis Obispo,Sex=Missing,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Sex=Missing,Mean length of stay days,*
YR_2015,06079,San Luis Obispo,Sex=Missing,Aggregate number of days in the hospital,*
YR_2015,06079,San Luis Obispo,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Sex=Missing,Mean cost per stay $,*
YR_2015,06079,San Luis Obispo,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06079,San Luis Obispo,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Medicare,Total number of discharges,9062.0000000000
YR_2015,06079,San Luis Obispo,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Medicare,Mean length of stay days,4.6884793644
YR_2015,06079,San Luis Obispo,Payer=Medicare,Aggregate number of days in the hospital,42487.0000000000
YR_2015,06079,San Luis Obispo,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Medicare,Mean cost per stay $,19429.1486843080
YR_2015,06079,San Luis Obispo,Payer=Medicare,Aggregate costs for all hospital stays $,176066945.3771989900
YR_2015,06079,San Luis Obispo,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Total number of discharges,4932.0000000000
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Mean length of stay days,4.1920353038
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Aggregate number of days in the hospital,20675.1181182861
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Mean cost per stay $,12789.3107718026
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Aggregate costs for all hospital stays $,63076880.7265307980
YR_2015,06079,San Luis Obispo,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Total number of discharges,6682.0000000000
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Mean length of stay days,3.6588758042
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Aggregate number of days in the hospital,24448.6081237793
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Mean cost per stay $,14650.5596706961
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Aggregate costs for all hospital stays $,97895039.7195917070
YR_2015,06079,San Luis Obispo,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Total number of discharges,157.0000000000
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Mean length of stay days,3.9235668790
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Aggregate number of days in the hospital,616.0000000000
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Mean cost per stay $,16275.1994603583
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Aggregate costs for all hospital stays $,2555206.3152762600
YR_2015,06079,San Luis Obispo,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Other,Total number of discharges,1618.0000000000
YR_2015,06079,San Luis Obispo,Payer=Other,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Other,Mean length of stay days,4.1576019778
YR_2015,06079,San Luis Obispo,Payer=Other,Aggregate number of days in the hospital,6727.0000000000
YR_2015,06079,San Luis Obispo,Payer=Other,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Other,Mean cost per stay $,17152.8552131675
YR_2015,06079,San Luis Obispo,Payer=Other,Aggregate costs for all hospital stays $,27753319.7349051010
YR_2015,06079,San Luis Obispo,Payer=Other,Costs for inpatient stays per capita $,†
YR_2015,06079,San Luis Obispo,Payer=Missing,Total number of discharges,*
YR_2015,06079,San Luis Obispo,Payer=Missing,Rate of discharges per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Missing,Mean length of stay days,*
YR_2015,06079,San Luis Obispo,Payer=Missing,Aggregate number of days in the hospital,*
YR_2015,06079,San Luis Obispo,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2015,06079,San Luis Obispo,Payer=Missing,Mean cost per stay $,*
YR_2015,06079,San Luis Obispo,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06079,San Luis Obispo,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Colusa,Total number of discharges,1302.0000000000
YR_2015,06011,Colusa,Colusa,Rate of discharges per 100000 population,6058.3500069797
YR_2015,06011,Colusa,Colusa,Mean length of stay days,4.8479262673
YR_2015,06011,Colusa,Colusa,Aggregate number of days in the hospital,6312.0000000000
YR_2015,06011,Colusa,Colusa,Number of inpatient days per 100000 population,29370.4341352193
YR_2015,06011,Colusa,Colusa,Mean cost per stay $,21812.6256384156
YR_2015,06011,Colusa,Colusa,Aggregate costs for all hospital stays $,28400038.5812170990
YR_2015,06011,Colusa,Colusa,Costs for inpatient stays per capita $,1321.4852068874
YR_2015,06011,Colusa,Age group=<1,Total number of discharges,206.0000000000
YR_2015,06011,Colusa,Age group=<1,Rate of discharges per 100000 population,58522.7272727272
YR_2015,06011,Colusa,Age group=<1,Mean length of stay days,4.3155339806
YR_2015,06011,Colusa,Age group=<1,Aggregate number of days in the hospital,889.0000000000
YR_2015,06011,Colusa,Age group=<1,Number of inpatient days per 100000 population,252556.8181818180
YR_2015,06011,Colusa,Age group=<1,Mean cost per stay $,11001.8630873161
YR_2015,06011,Colusa,Age group=<1,Aggregate costs for all hospital stays $,2266383.7959871301
YR_2015,06011,Colusa,Age group=<1,Costs for inpatient stays per capita $,6438.5903295089
YR_2015,06011,Colusa,Age group=1-17,Total number of discharges,86.0000000000
YR_2015,06011,Colusa,Age group=1-17,Rate of discharges per 100000 population,1479.1881664947
YR_2015,06011,Colusa,Age group=1-17,Mean length of stay days,3.4767441860
YR_2015,06011,Colusa,Age group=1-17,Aggregate number of days in the hospital,299.0000000000
YR_2015,06011,Colusa,Age group=1-17,Number of inpatient days per 100000 population,5142.7588579291
YR_2015,06011,Colusa,Age group=1-17,Mean cost per stay $,16214.5023855056
YR_2015,06011,Colusa,Age group=1-17,Aggregate costs for all hospital stays $,1394447.2051534799
YR_2015,06011,Colusa,Age group=1-17,Costs for inpatient stays per capita $,239.8430005424
YR_2015,06011,Colusa,Age group=18-44,Total number of discharges,308.0000000000
YR_2015,06011,Colusa,Age group=18-44,Rate of discharges per 100000 population,4166.6666666667
YR_2015,06011,Colusa,Age group=18-44,Mean length of stay days,3.9707792208
YR_2015,06011,Colusa,Age group=18-44,Aggregate number of days in the hospital,1223.0000000000
YR_2015,06011,Colusa,Age group=18-44,Number of inpatient days per 100000 population,16544.9134199134
YR_2015,06011,Colusa,Age group=18-44,Mean cost per stay $,17892.8385146484
YR_2015,06011,Colusa,Age group=18-44,Aggregate costs for all hospital stays $,5510994.2625117199
YR_2015,06011,Colusa,Age group=18-44,Costs for inpatient stays per capita $,745.5349381104
YR_2015,06011,Colusa,Age group=45-64,Total number of discharges,259.0000000000
YR_2015,06011,Colusa,Age group=45-64,Rate of discharges per 100000 population,5047.7489768076
YR_2015,06011,Colusa,Age group=45-64,Mean length of stay days,5.5714285714
YR_2015,06011,Colusa,Age group=45-64,Aggregate number of days in the hospital,1443.0000000000
YR_2015,06011,Colusa,Age group=45-64,Number of inpatient days per 100000 population,28123.1728707854
YR_2015,06011,Colusa,Age group=45-64,Mean cost per stay $,28601.2917017838
YR_2015,06011,Colusa,Age group=45-64,Aggregate costs for all hospital stays $,7407734.5507619996
YR_2015,06011,Colusa,Age group=45-64,Costs for inpatient stays per capita $,1443.7214092306
YR_2015,06011,Colusa,Age group=65-84,Total number of discharges,443.0000000000
YR_2015,06011,Colusa,Age group=65-84,Rate of discharges per 100000 population,15810.1356174161
YR_2015,06011,Colusa,Age group=65-84,Mean length of stay days,5.5485327314
YR_2015,06011,Colusa,Age group=65-84,Aggregate number of days in the hospital,2458.0000000000
YR_2015,06011,Colusa,Age group=65-84,Number of inpatient days per 100000 population,87723.0549607423
YR_2015,06011,Colusa,Age group=65-84,Mean cost per stay $,26682.7963133246
YR_2015,06011,Colusa,Age group=65-84,Aggregate costs for all hospital stays $,11820478.7668028010
YR_2015,06011,Colusa,Age group=65-84,Costs for inpatient stays per capita $,4218.5862836555
YR_2015,06011,Colusa,Age group=Missing,Total number of discharges,*
YR_2015,06011,Colusa,Age group=Missing,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Age group=Missing,Mean length of stay days,*
YR_2015,06011,Colusa,Age group=Missing,Aggregate number of days in the hospital,*
YR_2015,06011,Colusa,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Age group=Missing,Mean cost per stay $,*
YR_2015,06011,Colusa,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06011,Colusa,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Sex=Male,Total number of discharges,570.0000000000
YR_2015,06011,Colusa,Sex=Male,Rate of discharges per 100000 population,5159.3048515568
YR_2015,06011,Colusa,Sex=Male,Mean length of stay days,5.4035087719
YR_2015,06011,Colusa,Sex=Male,Aggregate number of days in the hospital,3080.0000000000
YR_2015,06011,Colusa,Sex=Male,Number of inpatient days per 100000 population,27878.3490224475
YR_2015,06011,Colusa,Sex=Male,Mean cost per stay $,26466.4977343819
YR_2015,06011,Colusa,Sex=Male,Aggregate costs for all hospital stays $,15085903.7085976990
YR_2015,06011,Colusa,Sex=Male,Costs for inpatient stays per capita $,1365.4873016471
YR_2015,06011,Colusa,Sex=Female,Total number of discharges,732.0000000000
YR_2015,06011,Colusa,Sex=Female,Rate of discharges per 100000 population,7009.4800344729
YR_2015,06011,Colusa,Sex=Female,Mean length of stay days,4.4153005464
YR_2015,06011,Colusa,Sex=Female,Aggregate number of days in the hospital,3232.0000000000
YR_2015,06011,Colusa,Sex=Female,Number of inpatient days per 100000 population,30948.9610265249
YR_2015,06011,Colusa,Sex=Female,Mean cost per stay $,18188.7088423762
YR_2015,06011,Colusa,Sex=Female,Aggregate costs for all hospital stays $,13314134.8726194000
YR_2015,06011,Colusa,Sex=Female,Costs for inpatient stays per capita $,1274.9339148348
YR_2015,06011,Colusa,Sex=Missing,Total number of discharges,*
YR_2015,06011,Colusa,Sex=Missing,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Sex=Missing,Mean length of stay days,*
YR_2015,06011,Colusa,Sex=Missing,Aggregate number of days in the hospital,*
YR_2015,06011,Colusa,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Sex=Missing,Mean cost per stay $,*
YR_2015,06011,Colusa,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06011,Colusa,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Medicare,Total number of discharges,480.0000000000
YR_2015,06011,Colusa,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Medicare,Mean length of stay days,5.5875000000
YR_2015,06011,Colusa,Payer=Medicare,Aggregate number of days in the hospital,2682.0000000000
YR_2015,06011,Colusa,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Medicare,Mean cost per stay $,27365.8352174452
YR_2015,06011,Colusa,Payer=Medicare,Aggregate costs for all hospital stays $,13135600.9043735990
YR_2015,06011,Colusa,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Medicaid,Total number of discharges,363.0000000000
YR_2015,06011,Colusa,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Medicaid,Mean length of stay days,5.0909090909
YR_2015,06011,Colusa,Payer=Medicaid,Aggregate number of days in the hospital,1848.0000000000
YR_2015,06011,Colusa,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Medicaid,Mean cost per stay $,20077.8315659021
YR_2015,06011,Colusa,Payer=Medicaid,Aggregate costs for all hospital stays $,7288252.8584224600
YR_2015,06011,Colusa,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Private insurance,Total number of discharges,409.0000000000
YR_2015,06011,Colusa,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Private insurance,Mean length of stay days,3.8728606357
YR_2015,06011,Colusa,Payer=Private insurance,Aggregate number of days in the hospital,1584.0000000000
YR_2015,06011,Colusa,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Private insurance,Mean cost per stay $,16933.2066616101
YR_2015,06011,Colusa,Payer=Private insurance,Aggregate costs for all hospital stays $,6925681.5245985398
YR_2015,06011,Colusa,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Uninsured,Total number of discharges,17.0000000000
YR_2015,06011,Colusa,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Uninsured,Mean length of stay days,3.0588235294
YR_2015,06011,Colusa,Payer=Uninsured,Aggregate number of days in the hospital,52.0000000000
YR_2015,06011,Colusa,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Uninsured,Mean cost per stay $,11162.7842092768
YR_2015,06011,Colusa,Payer=Uninsured,Aggregate costs for all hospital stays $,189767.3315577060
YR_2015,06011,Colusa,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Other,Total number of discharges,32.0000000000
YR_2015,06011,Colusa,Payer=Other,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Other,Mean length of stay days,4.5312500000
YR_2015,06011,Colusa,Payer=Other,Aggregate number of days in the hospital,145.0000000000
YR_2015,06011,Colusa,Payer=Other,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Other,Mean cost per stay $,26243.4517324708
YR_2015,06011,Colusa,Payer=Other,Aggregate costs for all hospital stays $,839790.4554390650
YR_2015,06011,Colusa,Payer=Other,Costs for inpatient stays per capita $,†
YR_2015,06011,Colusa,Payer=Missing,Total number of discharges,*
YR_2015,06011,Colusa,Payer=Missing,Rate of discharges per 100000 population,†
YR_2015,06011,Colusa,Payer=Missing,Mean length of stay days,*
YR_2015,06011,Colusa,Payer=Missing,Aggregate number of days in the hospital,*
YR_2015,06011,Colusa,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2015,06011,Colusa,Payer=Missing,Mean cost per stay $,*
YR_2015,06011,Colusa,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06011,Colusa,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Butte,Total number of discharges,32797.0000000000
YR_2015,06007,Butte,Butte,Rate of discharges per 100000 population,14648.9077079062
YR_2015,06007,Butte,Butte,Mean length of stay days,4.1620222849
YR_2015,06007,Butte,Butte,Aggregate number of days in the hospital,136501.8448791500
YR_2015,06007,Butte,Butte,Number of inpatient days per 100000 population,60969.0803303230
YR_2015,06007,Butte,Butte,Mean cost per stay $,14045.3837741615
YR_2015,06007,Butte,Butte,Aggregate costs for all hospital stays $,460646451.6411770000
YR_2015,06007,Butte,Butte,Costs for inpatient stays per capita $,2057.4953062982
YR_2015,06007,Butte,Age group=<1,Total number of discharges,2773.0000000000
YR_2015,06007,Butte,Age group=<1,Rate of discharges per 100000 population,113229.8897509180
YR_2015,06007,Butte,Age group=<1,Mean length of stay days,3.2517129463
YR_2015,06007,Butte,Age group=<1,Aggregate number of days in the hospital,9017.0000000000
YR_2015,06007,Butte,Age group=<1,Number of inpatient days per 100000 population,368191.0984075130
YR_2015,06007,Butte,Age group=<1,Mean cost per stay $,4825.0640401585
YR_2015,06007,Butte,Age group=<1,Aggregate costs for all hospital stays $,13379902.5833594000
YR_2015,06007,Butte,Age group=<1,Costs for inpatient stays per capita $,5463.4146930827
YR_2015,06007,Butte,Age group=1-17,Total number of discharges,758.0000000000
YR_2015,06007,Butte,Age group=1-17,Rate of discharges per 100000 population,1749.6883800379
YR_2015,06007,Butte,Age group=1-17,Mean length of stay days,3.1807387863
YR_2015,06007,Butte,Age group=1-17,Aggregate number of days in the hospital,2411.0000000000
YR_2015,06007,Butte,Age group=1-17,Number of inpatient days per 100000 population,5565.3016942893
YR_2015,06007,Butte,Age group=1-17,Mean cost per stay $,14877.4326343447
YR_2015,06007,Butte,Age group=1-17,Aggregate costs for all hospital stays $,11277093.9368333000
YR_2015,06007,Butte,Age group=1-17,Costs for inpatient stays per capita $,260.3087100511
YR_2015,06007,Butte,Age group=18-44,Total number of discharges,7016.0000000000
YR_2015,06007,Butte,Age group=18-44,Rate of discharges per 100000 population,8328.2884037843
YR_2015,06007,Butte,Age group=18-44,Mean length of stay days,3.2524230331
YR_2015,06007,Butte,Age group=18-44,Aggregate number of days in the hospital,22819.0000000000
YR_2015,06007,Butte,Age group=18-44,Number of inpatient days per 100000 population,27087.1170304951
YR_2015,06007,Butte,Age group=18-44,Mean cost per stay $,10279.5488335901
YR_2015,06007,Butte,Age group=18-44,Aggregate costs for all hospital stays $,72121314.6164686980
YR_2015,06007,Butte,Age group=18-44,Costs for inpatient stays per capita $,856.1104734692
YR_2015,06007,Butte,Age group=45-64,Total number of discharges,9100.0000000000
YR_2015,06007,Butte,Age group=45-64,Rate of discharges per 100000 population,16540.0414409829
YR_2015,06007,Butte,Age group=45-64,Mean length of stay days,4.3577989597
YR_2015,06007,Butte,Age group=45-64,Aggregate number of days in the hospital,39655.9705333709
YR_2015,06007,Butte,Age group=45-64,Number of inpatient days per 100000 population,72078.1753850939
YR_2015,06007,Butte,Age group=45-64,Mean cost per stay $,16055.6591257960
YR_2015,06007,Butte,Age group=45-64,Aggregate costs for all hospital stays $,146106498.0447430000
YR_2015,06007,Butte,Age group=45-64,Costs for inpatient stays per capita $,2655.6126730296
YR_2015,06007,Butte,Age group=65-84,Total number of discharges,13148.0000000000
YR_2015,06007,Butte,Age group=65-84,Rate of discharges per 100000 population,33838.6308068459
YR_2015,06007,Butte,Age group=65-84,Mean length of stay days,4.7567595334
YR_2015,06007,Butte,Age group=65-84,Aggregate number of days in the hospital,62541.8743457794
YR_2015,06007,Butte,Age group=65-84,Number of inpatient days per 100000 population,160962.2296893040
YR_2015,06007,Butte,Age group=65-84,Mean cost per stay $,16538.4800228651
YR_2015,06007,Butte,Age group=65-84,Aggregate costs for all hospital stays $,217447935.3406299900
YR_2015,06007,Butte,Age group=65-84,Costs for inpatient stays per capita $,5596.3951960013
YR_2015,06007,Butte,Age group=Missing,Total number of discharges,*
YR_2015,06007,Butte,Age group=Missing,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Age group=Missing,Mean length of stay days,*
YR_2015,06007,Butte,Age group=Missing,Aggregate number of days in the hospital,*
YR_2015,06007,Butte,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Age group=Missing,Mean cost per stay $,*
YR_2015,06007,Butte,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06007,Butte,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Sex=Male,Total number of discharges,14394.0000000000
YR_2015,06007,Butte,Sex=Male,Rate of discharges per 100000 population,12962.0791196520
YR_2015,06007,Butte,Sex=Male,Mean length of stay days,4.4718632764
YR_2015,06007,Butte,Sex=Male,Aggregate number of days in the hospital,64368.0000000000
YR_2015,06007,Butte,Sex=Male,Number of inpatient days per 100000 population,57964.6456005115
YR_2015,06007,Butte,Sex=Male,Mean cost per stay $,15899.6548494060
YR_2015,06007,Butte,Sex=Male,Aggregate costs for all hospital stays $,228859631.9023509900
YR_2015,06007,Butte,Sex=Male,Costs for inpatient stays per capita $,2060.9258413316
YR_2015,06007,Butte,Sex=Female,Total number of discharges,18395.0000000000
YR_2015,06007,Butte,Sex=Female,Rate of discharges per 100000 population,16301.8433179723
YR_2015,06007,Butte,Sex=Female,Mean length of stay days,3.9195892840
YR_2015,06007,Butte,Sex=Female,Aggregate number of days in the hospital,72100.8448791504
YR_2015,06007,Butte,Sex=Female,Number of inpatient days per 100000 population,63896.5303785452
YR_2015,06007,Butte,Sex=Female,Mean cost per stay $,12591.8353134919
YR_2015,06007,Butte,Sex=Female,Aggregate costs for all hospital stays $,231626810.5916850000
YR_2015,06007,Butte,Sex=Female,Costs for inpatient stays per capita $,2052.7012636626
YR_2015,06007,Butte,Sex=Missing,Total number of discharges,*
YR_2015,06007,Butte,Sex=Missing,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Sex=Missing,Mean length of stay days,*
YR_2015,06007,Butte,Sex=Missing,Aggregate number of days in the hospital,*
YR_2015,06007,Butte,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Sex=Missing,Mean cost per stay $,*
YR_2015,06007,Butte,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06007,Butte,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Medicare,Total number of discharges,15614.0000000000
YR_2015,06007,Butte,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Medicare,Mean length of stay days,4.7258870245
YR_2015,06007,Butte,Payer=Medicare,Aggregate number of days in the hospital,73790.0000000000
YR_2015,06007,Butte,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Medicare,Mean cost per stay $,16245.7093090932
YR_2015,06007,Butte,Payer=Medicare,Aggregate costs for all hospital stays $,253660505.1521820100
YR_2015,06007,Butte,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Medicaid,Total number of discharges,10455.0000000000
YR_2015,06007,Butte,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Medicaid,Mean length of stay days,3.7557001319
YR_2015,06007,Butte,Payer=Medicaid,Aggregate number of days in the hospital,39265.8448791503
YR_2015,06007,Butte,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Medicaid,Mean cost per stay $,11272.7787936248
YR_2015,06007,Butte,Payer=Medicaid,Aggregate costs for all hospital stays $,117856902.2873470000
YR_2015,06007,Butte,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Private insurance,Total number of discharges,5864.0000000000
YR_2015,06007,Butte,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Private insurance,Mean length of stay days,3.4031377899
YR_2015,06007,Butte,Payer=Private insurance,Aggregate number of days in the hospital,19956.0000000000
YR_2015,06007,Butte,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Private insurance,Mean cost per stay $,12829.1568074427
YR_2015,06007,Butte,Payer=Private insurance,Aggregate costs for all hospital stays $,75230175.5188442020
YR_2015,06007,Butte,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Uninsured,Total number of discharges,245.0000000000
YR_2015,06007,Butte,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Uninsured,Mean length of stay days,2.9102040816
YR_2015,06007,Butte,Payer=Uninsured,Aggregate number of days in the hospital,713.0000000000
YR_2015,06007,Butte,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Uninsured,Mean cost per stay $,9071.6892531437
YR_2015,06007,Butte,Payer=Uninsured,Aggregate costs for all hospital stays $,2222563.8670202000
YR_2015,06007,Butte,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Other,Total number of discharges,618.0000000000
YR_2015,06007,Butte,Payer=Other,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Other,Mean length of stay days,4.4870550162
YR_2015,06007,Butte,Payer=Other,Aggregate number of days in the hospital,2773.0000000000
YR_2015,06007,Butte,Payer=Other,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Other,Mean cost per stay $,18820.0988643714
YR_2015,06007,Butte,Payer=Other,Aggregate costs for all hospital stays $,11630821.0981814990
YR_2015,06007,Butte,Payer=Other,Costs for inpatient stays per capita $,†
YR_2015,06007,Butte,Payer=Missing,Total number of discharges,*
